loss,val_loss,recon_loss,recon_loss_source,recon_loss_target
81.25759526930935,20.072200302250128,81.25759526930935,81.18018211480556,84.02719694820148
13.896778735746016,13.774326158949167,13.896778735746016,13.845842164047507,17.275153011823864
11.909028868337455,12.64923340821069,11.909028868337455,11.853750188523954,16.057862947704383
10.99526398227976,10.93263623734151,10.99526398227976,10.944791161257298,14.777069347543023
10.54479037322577,11.067623193598976,10.54479037322577,10.498178078476837,14.066925584008745
10.299860237493576,10.242753312607443,10.299860237493576,10.257423310512342,13.564346941655781
10.12928948319057,10.539868394205392,10.12928948319057,10.092300134288573,12.729438065824535
10.002316238908671,10.253434244266225,10.002316238908671,9.97067858302056,12.101180669684528
9.906288873414546,9.933993150380033,9.906288873414546,9.880282230956245,11.502405515809397
9.831356736422682,9.956806474480747,9.831356736422682,9.809790682332057,10.95348375964406
9.771974022276597,9.89182721287751,9.771974022276597,9.753047620252172,10.657186869644965
9.725284472011928,9.986018243900014,9.725284472011928,9.708516993869196,10.458398364504873
9.688121635977456,10.063387516116308,9.688121635977456,9.673482602741483,10.264185919494068
9.651826204898276,9.853639586897922,9.651826204898276,9.63833213444686,10.040732135000642
9.620652635709453,9.666008886226939,9.620652635709453,9.608254943293174,9.93455476988974
9.593284601669522,9.629231681508466,9.593284601669522,9.581511805445752,9.970701831793061
9.565164922242221,9.546531756062153,9.565164922242221,9.554223791436526,9.722803988803278
9.550895495269971,9.622649547482325,9.550895495269971,9.54031277053819,9.854698064465422
9.525873137704801,9.549776676272558,9.525873137704801,9.515646420384945,9.717916471100555
9.511489542668965,9.730704299674546,9.511489542668965,9.501672483302084,9.661361095986459
9.49274126542415,9.405360253389217,9.49274126542415,9.48353950672448,9.542705578878591
9.476530514623226,9.46577125738475,9.476530514623226,9.467393870735345,9.563087565150958
9.46274901182145,9.363401097699631,9.46274901182145,9.453826249797299,9.59118943797851
9.44728479850369,9.451123040569716,9.44728479850369,9.438366622363304,9.590363988551726
9.436559578861353,9.540330264193953,9.436559578861353,9.42783181559853,9.575417433074557
9.42378099313436,9.451017009325264,9.42378099313436,9.415496923557201,9.499200970071549
9.411151496445026,9.674075441912185,9.411151496445026,9.402963098738319,9.364387451670208
9.402254257272336,9.391175853319405,9.402254257272336,9.393918591896766,9.353281722994385
9.394073777606756,9.426793232437008,9.394073777606756,9.386094728520735,9.44461999645777
9.385218643111271,9.415479360533155,9.385218643111271,9.377390746579,9.60368289175446
9.37841450060412,9.379520479312612,9.37841450060412,9.370593925518186,9.274080893262989
9.372259295304762,9.296005185970591,9.372259295304762,9.36459965604977,9.427508177401938
9.364097396057465,9.43807474246695,9.364097396057465,9.356445266878046,9.354595023771987
9.357348004282343,9.459892430581338,9.357348004282343,9.349801915439862,9.261828611175622
9.349075156828627,9.307436604145146,9.349075156828627,9.341680501290385,9.26191360575405
9.339162641418232,9.253248695499641,9.339162641418232,9.331767196269242,9.259203084807059
9.336600115898014,9.267024213617498,9.336600115898014,9.329174265471092,9.327640583894619
9.327927091084387,9.208190539651666,9.327927091084387,9.320412283987766,9.197134798781633
9.319384574890137,9.204763467646828,9.319384574890137,9.312086321173618,9.306208820220188
9.313113286282453,9.128852260999443,9.313113286282453,9.30588645285823,9.334354277367755
9.304542232678369,9.267475545898941,9.304542232678369,9.297303905153669,9.316718170373068
9.302268498516346,9.278636159975667,9.302268498516346,9.295004016451585,9.122364046821488
9.298376763316613,9.200739269414225,9.298376763316613,9.291157968129822,9.186793585709728
9.291701654611428,9.194466204682657,9.291701654611428,9.28462278371353,9.199363128570866
9.284794046775726,9.152443602065409,9.284794046775726,9.277659866276858,9.148189592931725
9.284540279041,9.160514626621215,9.284540279041,9.277270659242294,9.142970437398171
9.278168999392063,9.196443699608164,9.278168999392063,9.271188064792778,9.142215438797152
9.273460607519914,9.246795346914244,9.273460607519914,9.266583134739795,9.19455947498718
9.270890873730895,9.212418776898344,9.270890873730895,9.264068758805738,9.167535351522494
9.267043723463464,9.080869879604371,9.267043723463464,9.260064325973104,9.24893736685759
9.261754563234218,9.17776849447203,9.261754563234218,9.25485898731165,9.224637414077717
9.258870340643833,9.233840532539304,9.258870340643833,9.25203602360056,9.031327130932707
9.256207222223502,9.122974726779402,9.256207222223502,9.249467241731168,9.183607316828695
9.252242775279223,9.215066980724492,9.252242775279223,9.245459895234866,9.208547772018868
9.248051570551924,9.174402504913077,9.248051570551924,9.241410906422324,9.182811086947696
9.24625136595641,9.139629442829731,9.24625136595641,9.239647342397625,9.200270897550329
9.24261327478572,9.135027893318618,9.24261327478572,9.235812567085329,9.158224292270832
9.242057851178995,9.083358118356752,9.242057851178995,9.235447682693888,9.140629912256207
9.23827218439125,9.091331923303525,9.23827218439125,9.231790111826008,9.178969416140195
9.23264529272955,9.17178347879205,9.23264529272955,9.226107296421644,9.160070167074757
9.230200045461928,9.073540853074759,9.230200045461928,9.223535032368847,9.140232231820956
9.225856998587489,9.073802861300381,9.225856998587489,9.219353168736715,9.030228970131967
9.226227152314664,9.07719299221827,9.226227152314664,9.219539429139083,9.092519340760793
9.22157351556127,9.017251771343641,9.22157351556127,9.215103959203754,9.137162375252732
9.218655051939402,9.052261888488266,9.218655051939402,9.212080531747603,9.058945149594528
9.22120532971955,9.084897522098762,9.22120532971955,9.214661919313938,8.980027169400437
9.216877238072708,9.15103903683749,9.216877238072708,9.210699266540752,9.071954402993772
9.216923583836982,9.105669171356958,9.216923583836982,9.210510486402748,8.993441984866228
9.211984074653127,9.087859264090042,9.211984074653127,9.205774592388192,9.082497164209501
9.210415492720196,9.098285414955832,9.210415492720196,9.20408548777983,8.979230085862483
9.20826785500815,9.003093380573368,9.20826785500815,9.20183677287308,9.034489469782628
9.204368887851297,9.058824255446757,9.204368887851297,9.198045439312189,9.023637361447529
9.202750490253521,9.040384647274806,9.202750490253521,9.196387260247505,9.155763970456654
9.20206697511366,9.040733786653881,9.20206697511366,9.19555675555723,9.154330515927311
9.199939664614343,9.10222584748071,9.199939664614343,9.193659933313056,9.047998150226274
9.196857058464548,9.034230295291616,9.196857058464548,9.19073391574835,9.014295719694193
9.194542012745455,9.080134163218096,9.194542012745455,9.188144073205578,8.964633844265064
9.190414434852354,9.069879437281081,9.190414434852354,9.184047650720618,9.028375526909008
9.19027301381242,9.048224937817283,9.19027301381242,9.18386524361871,9.188706864757942
9.187075967622,9.059719716221833,9.187075967622,9.181088125585084,9.075369158466694
9.187430100147068,9.018516209499895,9.187430100147068,9.181221153940097,9.14539784165622
9.184448100057566,9.042459779534457,9.184448100057566,9.178245398794278,8.974433912524633
9.18385954964786,8.991564206840579,9.18385954964786,9.177531375727087,9.03659645570125
9.18067610055455,9.062540117374136,9.18067610055455,9.174493276425864,9.003404061072665
9.182317364402287,9.045437221684733,9.182317364402287,9.175933196551227,9.041130225156136
9.17961233695275,8.987438690563865,9.17961233695275,9.173344539301924,9.145620868089775
9.177959443016016,8.994481323179135,9.177959443016016,9.171863782263285,8.961204618736485
9.177552358316738,9.041602599719338,9.177552358316738,9.171139329315439,9.122451411548182
9.172363317221157,9.051393390687045,9.172363317221157,9.166252481027163,9.029157316564088
9.170132851096174,9.151245818650427,9.170132851096174,9.164041405987499,9.07505665378167
9.172007192244964,9.018473546367046,9.172007192244964,9.166054009733227,8.904368590518983
9.166115618673288,8.97466492455853,9.166115618673288,9.159933442902762,8.892460364646174
9.164680433580386,9.030227952752231,9.164680433580386,9.158400588224213,9.019475077968622
9.164961704334866,9.024422385475852,9.164961704334866,9.158669861282025,9.05911122140472
9.15924944083627,9.032610617393305,9.15924944083627,9.153105096194102,8.997680731618086
9.157054965169252,9.062842471540467,9.157054965169252,9.150973401600435,8.870699594738074
9.156681180987318,9.022240449574369,9.156681180987318,9.150547333781393,9.00300448820365
9.15718446308687,9.019711029431052,9.15718446308687,9.150969802730108,8.99994696798737
9.155051222610824,9.004753546281295,9.155051222610824,9.148961576059968,9.058432320662343
9.149874376614596,9.037635684998568,9.149874376614596,9.143699264350898,9.052098012782064
